,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
59,59,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(3, 3), [3, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[2],"[0, 0, 1, 1, 1, 1, 1, 1, 0]",1,"(3, 3)","(5, 11)","(13, 5)",rect,2.0,10.0,2.0,8.0
60,60,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[(8, 12), [7, 12], [6, 12], [6, 11], [6, 10], [5, 10], [6, 9], [5, 9], [4, 9], [3, 9]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",1,"(8, 12)","(3, 9)","(5, 7)",expRect,0.0,8.0,2.0,15.0
61,61,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(13, 13), [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [7, 12], [7, 11], [6, 11], [6, 10], [5, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",0,"(13, 13)","(5, 10)","(9, 6)",expRect,0.0,11.0,4.0,19.0
62,62,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(6, 5), [7, 5], [8, 5], [9, 5], [8, 4], [8, 5], [9, 5], [9, 6], [10, 6], [10, 7], [11, 7], [10, 6], [10, 7], [11, 7], [12, 7], [12, 8], [13, 8], [13, 9]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[4, 11]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",2,"(6, 5)","(13, 9)","(9, 13)",expRect,0.0,11.0,4.0,19.0
63,63,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 13), [2, 13], [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [9, 12], [10, 12], [10, 11], [11, 11], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",0,"(1, 13)","(11, 10)","(5, 4)",expRect,0.0,13.0,6.0,19.0
64,64,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1]","[(1, 10), [2, 10], [3, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[3],"[0, 0, 0, 0, 0, 2, 2]",1,"(1, 10)","(7, 6)","(9, 10)",straightLine,2.0,8.0,2.0,6.0
65,65,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1]","[(7, 6), [7, 8], [7, 9], [7, 10], [9, 10], [9, 11], [8, 11], [8, 12], [7, 12]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0)]","[4, 1]","[2, 1, 1, 1, 1, 1, 1, 1]",2,"(7, 6)","(7, 12)","(11, 4)",none,0.0,6.0,6.0,0.0
66,66,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 9), [2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(1, 9)","(11, 11)","(13, 9)",straightLine,0.0,12.0,2.0,10.0
67,67,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1]","[(2, 1), [2, 2], [1, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[2, 3]","[1, 1, 1, 1, 1, 1, 1, 1]",2,"(2, 1)","(2, 7)","(10, 1)",none,2.0,6.0,6.0,0.0
68,68,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(2, 11), [2, 10], [2, 9], [2, 8], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[4],"[0, 0, 1, 1, 1, 1, 1, 1, 1]",1,"(2, 11)","(4, 3)","(12, 9)",rect,2.0,10.0,2.0,8.0
69,69,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(3, 6), [3, 7], [3, 8], [3, 9], [3, 10], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(3, 6)","(3, 12)","(9, 2)",none,4.0,6.0,6.0,0.0
70,70,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(7, 1), [7, 2], [8, 3], [8, 4], [8, 5], [8, 6], [10, 6], [10, 7], [10, 8], [10, 9], [9, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[2, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"(7, 1)","(7, 11)","(9, 9)",straightLine,0.0,10.0,2.0,8.0
71,71,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(6, 2), [7, 2], [8, 2], [9, 2], [9, 3], [9, 4], [10, 4], [10, 5], [11, 5], [11, 6], [12, 6], [12, 7]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 0]",0,"(6, 2)","(6, 13)","(12, 7)",straightLine,0.0,11.0,6.0,5.0
72,72,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 3), [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [12, 2], [13, 2], [14, 1], [13, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (-1, 0)]",[14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",1,"(1, 3)","(11, 7)","(13, 1)",midLine,0.0,14.0,4.0,10.0
73,73,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(5, 12), [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [12, 12], [12, 11], [13, 11], [13, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(5, 12)","(7, 2)","(13, 10)",rect,2.0,10.0,2.0,8.0
74,74,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2]","[(2, 2), [2, 3], [3, 4], [3, 5], [3, 6], [3, 7], [4, 8], [4, 9], [4, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[2, 6]","[0, 0, 1, 1, 1, 1, 1, 1]",2,"(2, 2)","(4, 10)","(12, 4)",rect,2.0,10.0,2.0,8.0
75,75,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1]","[(4, 6), [5, 6], [6, 6], [7, 6], [8, 6], [9, 7], [10, 7], [11, 7], [11, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 1]",1,"(4, 6)","(11, 8)","(12, 3)",midLine,2.0,9.0,2.0,7.0
76,76,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 0, 1, 1]","[(2, 2), [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [8, 4], [9, 4], [10, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[7, 10]","[0, 0, 2, 2, 2, 2, 2, 2, 2]",2,"(2, 2)","(4, 12)","(10, 4)",rect,2.0,10.0,2.0,8.0
77,77,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 10), [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [4, 3], [4, 2], [5, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(3, 10)","(5, 2)","(13, 8)",rect,2.0,10.0,2.0,8.0
78,78,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 0]","[(3, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6]]","[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[1],"[1, 2, 2, 2, 2, 2, 2]",1,"(3, 7)","(3, 13)","(10, 6)",none,2.0,6.0,6.0,0.0
79,79,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(1, 3), [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [2, 11], [3, 11], [3, 12], [4, 12], [4, 13], [5, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0]",0,"(1, 3)","(11, 7)","(5, 13)",expRect,0.0,14.0,6.0,24.0
80,80,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1]","[(2, 3), [2, 4], [3, 5], [3, 6], [3, 7], [4, 8], [4, 9], [5, 9], [6, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[2, 5]","[0, 0, 0, 0, 0, 0, 2, 2]",2,"(2, 3)","(2, 11)","(6, 9)",straightLine,2.0,8.0,2.0,6.0
81,81,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(1, 10), [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [2, 3], [2, 2], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (-1, 0)]",[10],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",1,"(1, 10)","(3, 2)","(11, 8)",rect,2.0,10.0,2.0,8.0
82,82,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]","[(13, 13), [13, 12], [13, 11], [13, 10], [13, 9], [13, 8], [13, 7], [13, 6], [13, 5], [13, 7], [13, 6], [13, 5], [12, 5], [12, 4], [11, 4], [11, 3], [10, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[9],"[0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, 0, 2, 0, 2, 0]",1,"(13, 13)","(4, 9)","(10, 3)",expRect,0.0,13.0,6.0,19.0
83,83,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(12, 1), [11, 1], [10, 1], [8, 1], [8, 2], [8, 3], [8, 4], [8, 5], [8, 6], [7, 6]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,"(12, 1)","(9, 8)","(7, 6)",expRect,0.0,10.0,2.0,23.0
84,84,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1]","[(1, 6), [2, 6], [3, 6], [4, 6], [4, 5], [6, 5], [5, 5], [5, 4]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (-1, 0), (0, -1)]",[5],"[0, 0, 0, 1, 0, 0, 1]",1,"(1, 6)","(5, 4)","(5, 10)",midLine,2.0,6.0,2.0,4.0
85,85,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 11), [3, 11], [4, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [13, 11], [13, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(2, 11)","(12, 13)","(13, 10)",midLine,0.0,12.0,2.0,10.0
86,86,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1]","[(11, 5), [11, 4], [11, 3], [12, 3], [12, 2], [13, 2], [13, 1]]","[(0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[8],"[2, 2, 2, 2, 2, 2]",1,"(11, 5)","(11, 13)","(13, 1)",none,2.0,6.0,6.0,0.0
87,87,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1]","[(3, 5), [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(3, 5)","(3, 11)","(10, 4)",none,2.0,6.0,6.0,0.0
88,88,softmaxBeta-1_1,"[1, 1, 1, 1]","[(3, 7), [3, 8], [4, 9], [4, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (1, 0)]","[2, 3]","[0, 0, 0, 2]",2,"(3, 7)","(3, 13)","(5, 11)",straightLine,0.0,6.0,2.0,4.0
89,89,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(2, 7), [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",1,"(2, 7)","(7, 1)","(12, 8)",midLine,0.0,11.0,6.0,5.0
90,90,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(3, 2), [4, 1], [5, 1], [6, 1], [7, 1], [9, 1], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [11, 5], [11, 6], [12, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]","[1, 5]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1]",2,"(3, 2)","(12, 6)","(8, 10)",expRect,0.0,13.0,4.0,29.0
91,91,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 2), [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [10, 3], [10, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(2, 2)","(4, 12)","(10, 4)",rect,2.0,10.0,2.0,8.0
92,92,softmaxBeta-1_1,"[0, 0, 0, 1, 1]","[(1, 6), [1, 5], [1, 4], [1, 3], [1, 1], [2, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[4],"[2, 2, 2, 2, 2]",1,"(1, 6)","(1, 12)","(2, 1)",none,0.0,6.0,6.0,0.0
93,93,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(11, 2), [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [7, 3], [6, 3], [5, 3], [5, 4], [4, 4], [4, 5], [3, 5], [3, 6], [2, 6], [2, 7]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 2, 2, 2, 2, 2, 0, 2, 0, 2, 0, 2, 0]",1,"(11, 2)","(8, 13)","(2, 7)",expRect,0.0,14.0,6.0,23.0
94,94,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(13, 6), [13, 7], [13, 8], [13, 9], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11], [12, 11], [12, 12], [11, 12], [11, 13], [10, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0)]",[4],"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1,"(13, 6)","(10, 13)","(6, 9)",expRect,0.0,10.0,4.0,15.0
95,95,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(9, 13), [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [4, 12], [4, 10], [4, 9], [3, 9], [3, 8], [2, 8]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",1,"(9, 13)","(2, 8)","(6, 4)",expRect,0.0,12.0,4.0,23.0
96,96,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 9), [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2]",0,"(2, 9)","(7, 3)","(11, 9)",straightLine,2.0,9.0,4.0,5.0
97,97,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 4), [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [9, 2], [10, 2], [10, 3], [11, 3], [11, 4], [12, 4], [13, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]","[1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,"(2, 4)","(11, 6)","(13, 4)",straightLine,0.0,11.0,2.0,9.0
98,98,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 10), [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [2, 3], [2, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[6],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,"(1, 10)","(3, 2)","(13, 8)",rect,4.0,10.0,2.0,8.0
99,99,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[(6, 4), [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [7, 8], [7, 9], [7, 10], [6, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[6],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(6, 4)","(6, 10)","(13, 3)",none,2.0,6.0,6.0,0.0
100,100,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(12, 12), [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [4, 12], [4, 11], [4, 10], [4, 9], [3, 10], [3, 9], [3, 8], [2, 8], [2, 7]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]","[13, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",2,"(12, 12)","(2, 7)","(8, 1)",expRect,0.0,15.0,6.0,29.0
101,101,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(3, 3), [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [4, 10], [4, 11], [5, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(3, 3)","(5, 11)","(13, 5)",rect,2.0,10.0,2.0,8.0
102,102,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(4, 7), [5, 7], [6, 7], [7, 7], [9, 7], [9, 6], [9, 5], [9, 4], [8, 5], [9, 5], [9, 4], [9, 3], [10, 3]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]","[8, 4]","[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",2,"(4, 7)","(10, 3)","(12, 13)",midLine,4.0,10.0,4.0,6.0
103,103,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 5), [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13], [3, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[6],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,"(1, 5)","(3, 13)","(11, 7)",rect,2.0,10.0,2.0,8.0
104,104,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(10, 8), [10, 7], [9, 7], [9, 6], [8, 6], [8, 5], [7, 5], [7, 4], [6, 4], [6, 3], [5, 3], [5, 2], [5, 1]]","[(0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(10, 8)","(3, 3)","(5, 1)",expRect,0.0,12.0,2.0,35.0
105,105,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 12), [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [2, 5], [2, 4], [3, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(1, 12)","(3, 4)","(13, 10)",rect,4.0,10.0,2.0,8.0
106,106,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(2, 7), [3, 7], [4, 7], [5, 7], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [12, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(2, 7)","(10, 13)","(12, 5)",midLine,2.0,12.0,4.0,8.0
107,107,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2]","[(4, 2), [5, 2], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [9, 1], [9, 2], [10, 1], [10, 2], [10, 3], [10, 4], [10, 5], [11, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[2, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,"(4, 2)","(11, 5)","(9, 7)",expRect,0.0,10.0,2.0,23.0
108,108,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(11, 4), [11, 5], [11, 6], [11, 7], [10, 7], [10, 8], [9, 7], [9, 8], [9, 9], [8, 9], [8, 10], [7, 10], [7, 11]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",6,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",special,"(11, 4)","(7, 11)","(3, 7)",expRect,0.0,11.0,4.0,19.0
0,0,softmaxBeta-1_15,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(3, 1), [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [8, 1], [9, 1], [10, 1], [11, 1], [10, 2], [11, 2], [11, 3], [12, 3], [12, 4], [13, 4], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]","[12, 8]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",2,"(3, 1)","(13, 5)","(7, 11)",expRect,0.0,14.0,6.0,24.0
