,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
8,8,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 12), [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4], [1, 3], [2, 3], [2, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(1, 12)","(3, 2)","(13, 10)",rect,2.0,12.0,4.0,8.0
9,9,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1]","[(4, 8), [5, 8], [7, 8], [8, 8], [9, 8], [9, 9], [10, 9], [10, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[2],"[0, 0, 0, 2, 2, 2, 2]",1,"(4, 8)","(8, 2)","(10, 10)",midLine,2.0,8.0,4.0,4.0
10,10,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1]","[(7, 5), [7, 6], [8, 6], [8, 7], [9, 7], [9, 8], [10, 8], [10, 10], [10, 11]]","[(0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1)]","[7, 9]","[0, 0, 0, 0, 0, 0, 0, 2]",2,"(7, 5)","(12, 9)","(10, 11)",expRect,0.0,9.0,2.0,19.0
11,11,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(13, 5), [13, 6], [13, 7], [13, 8], [13, 9], [12, 9], [11, 9], [10, 9], [9, 9], [8, 9], [8, 10], [8, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,"(13, 5)","(8, 11)","(6, 9)",expRect,0.0,11.0,2.0,29.0
12,12,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(4, 8), [5, 9], [5, 8], [5, 7], [6, 7], [6, 6], [6, 8], [6, 7], [6, 6], [7, 6], [7, 5], [8, 5], [8, 4]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[1, 6]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",2,"(4, 8)","(8, 4)","(13, 9)",midLine,2.0,8.0,4.0,4.0
13,13,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(4, 1), [4, 2], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [4, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,"(4, 1)","(4, 12)","(10, 8)",straightLine,2.0,11.0,4.0,7.0
14,14,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1]","[(3, 4), [4, 4], [5, 4], [6, 4], [7, 4], [7, 3], [7, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 1, 1]",0,"(3, 4)","(7, 2)","(9, 6)",midLine,2.0,6.0,2.0,4.0
15,15,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3]","[(1, 1), [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 10], [3, 10], [4, 10], [4, 11], [2, 11], [3, 11], [4, 11], [5, 11], [5, 12], [6, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[14],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]",1,"(1, 1)","(12, 6)","(6, 12)",expRect,0.0,16.0,6.0,35.0
16,16,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [10, 6], [11, 6], [11, 5], [11, 4], [11, 3], [12, 3], [12, 2], [13, 2], [13, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]",1,"(5, 7)","(13, 1)","(13, 13)",midLine,0.0,14.0,6.0,8.0
17,17,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[(1, 3), [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [5, 4], [6, 4], [7, 4], [7, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"(1, 3)","(7, 5)","(9, 3)",straightLine,0.0,8.0,2.0,6.0
18,18,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 13), [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [7, 14], [8, 14], [9, 14], [10, 14], [11, 14], [11, 13], [11, 12], [12, 12], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 2, 0]",1,"(2, 13)","(4, 1)","(12, 11)",rect,2.0,12.0,4.0,8.0
19,19,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(2, 13), [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [11, 13], [11, 12], [12, 12], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(2, 13)","(4, 1)","(12, 11)",rect,2.0,12.0,4.0,8.0
20,20,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1]","[(1, 3), [1, 4], [1, 5], [2, 6], [3, 7], [2, 7], [2, 8], [1, 8], [1, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[3, 4]","[1, 1, 1, 1, 1, 1, 1, 1]",2,"(1, 3)","(1, 9)","(8, 2)",none,2.0,6.0,6.0,0.0
21,21,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1]","[(5, 8), [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8], [12, 9], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(5, 8)","(12, 6)","(12, 10)",midLine,0.0,9.0,2.0,7.0
22,22,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(3, 13), [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 11], [9, 10], [10, 10], [10, 9], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[1],"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",1,"(3, 13)","(11, 9)","(7, 5)",expRect,0.0,12.0,4.0,24.0
23,23,softmaxBeta-1_1,"[0, 0, 0, 0, 0]","[(2, 2), [2, 3], [2, 4], [2, 6], [2, 7], [2, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[3, 6]","[1, 1, 1, 1, 1]",2,"(2, 2)","(2, 8)","(10, 2)",none,2.0,6.0,6.0,0.0
24,24,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(2, 3), [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 10], [3, 11], [4, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(2, 3)","(4, 11)","(12, 5)",rect,2.0,10.0,2.0,8.0
25,25,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","[(2, 11), [2, 10], [0, 10], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [1, 4], [2, 5], [3, 5], [4, 5], [4, 4], [5, 4], [5, 3], [6, 3], [6, 2], [7, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]","[10, 2]","[0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0]",2,"(2, 11)","(13, 8)","(7, 2)",expRect,0.0,14.0,6.0,23.0
26,26,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1]","[(11, 2), [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [12, 7], [13, 6], [13, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 2, 2, 0]",1,"(11, 2)","(11, 9)","(13, 7)",straightLine,0.0,7.0,2.0,5.0
27,27,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[(4, 11), [5, 11], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [11, 13], [11, 12], [12, 12], [12, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[2],"[0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0]",1,"(4, 11)","(8, 5)","(12, 11)",straightLine,2.0,8.0,4.0,4.0
28,28,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3]","[(3, 13), [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [9, 12], [9, 11], [9, 10], [9, 9], [10, 9], [10, 8], [11, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",0,"(3, 13)","(11, 8)","(7, 4)",expRect,0.0,13.0,4.0,29.0
29,29,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(4, 4), [5, 4], [6, 4], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [10, 1], [10, 3], [10, 2], [10, 1], [11, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0)]","[9, 3]","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2]",2,"(4, 4)","(8, 12)","(11, 1)",midLine,2.0,10.0,6.0,4.0
30,30,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 1), [2, 2], [2, 3], [2, 4], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [2, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",1,"(2, 1)","(2, 9)","(8, 5)",straightLine,2.0,8.0,4.0,4.0
31,31,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(1, 13), [2, 13], [3, 13], [4, 13], [5, 13], [6, 13], [7, 13], [8, 13], [8, 12], [9, 12], [9, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(1, 13)","(3, 1)","(9, 11)",rect,4.0,10.0,2.0,8.0
32,32,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(2, 9), [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 10], [8, 11], [8, 12], [6, 12], [7, 12], [8, 12], [8, 13], [9, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0)]","[6, 9]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",2,"(2, 9)","(9, 13)","(10, 6)",midLine,0.0,11.0,4.0,7.0
33,33,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 2), [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",0,"(2, 2)","(7, 10)","(13, 2)",straightLine,2.0,11.0,6.0,5.0
34,34,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(6, 7), [5, 6], [6, 6], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [12, 5]]","[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[3, 1]","[1, 0, 2, 0, 2, 2, 2, 2, 2, 2]",2,"(6, 7)","(6, 13)","(12, 5)",none,2.0,6.0,6.0,0.0
35,35,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(5, 11), [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11], [12, 10], [13, 10], [13, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[12],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",1,"(5, 11)","(7, 1)","(13, 9)",rect,2.0,10.0,2.0,8.0
36,36,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(1, 1), [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 2], [9, 2], [11, 2], [10, 2], [9, 2], [9, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[10],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0]",1,"(1, 1)","(3, 11)","(9, 3)",rect,2.0,10.0,2.0,8.0
37,37,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 13), [1, 12], [0, 11], [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [1, 4], [2, 4], [2, 3], [3, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]","[2, 3]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",2,"(1, 13)","(3, 3)","(13, 11)",rect,2.0,12.0,4.0,8.0
38,38,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(1, 3), [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [8, 4], [9, 4], [9, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(1, 3)","(3, 13)","(9, 5)",rect,2.0,10.0,2.0,8.0
39,39,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [11, 6], [11, 4], [12, 4], [12, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, 1)]",[7],"[0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"(6, 7)","(12, 5)","(13, 12)",midLine,4.0,8.0,2.0,6.0
40,40,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 5), [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [3, 12], [3, 13], [4, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(2, 5)","(4, 13)","(12, 7)",rect,2.0,10.0,2.0,8.0
41,41,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 11), [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [10, 10], [10, 12], [10, 11], [10, 10], [10, 12], [10, 11], [10, 10], [11, 10], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]","[9, 12]","[0, 0, 2, 2, 2, 2, 2, 0, 2, 0, 0, 2, 0, 0, 2, 0]",2,"(3, 11)","(5, 1)","(11, 9)",rect,2.0,10.0,2.0,8.0
42,42,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(13, 4), [13, 5], [13, 6], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11], [12, 10], [11, 10], [10, 11], [10, 12], [9, 12], [9, 13], [8, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0)]","[10, 8]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]",2,"(13, 4)","(8, 13)","(4, 9)",expRect,0.0,14.0,4.0,35.0
43,43,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1]","[(2, 7), [2, 8], [2, 9], [2, 10], [2, 11], [2, 12], [2, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(2, 7)","(2, 13)","(9, 4)",none,4.0,6.0,6.0,0.0
44,44,softmaxBeta-1_1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[(1, 8), [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [9, 7], [10, 6], [9, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,"(1, 8)","(9, 6)","(10, 11)",midLine,2.0,10.0,2.0,8.0
45,45,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[(6, 11), [7, 12], [8, 12], [8, 11], [8, 10], [9, 10], [9, 9], [10, 9], [10, 8], [11, 8], [12, 8]]","[(1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,"(6, 11)","(12, 8)","(10, 6)",expRect,0.0,9.0,2.0,19.0
46,46,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1]","[(6, 4), [7, 4], [8, 4], [9, 4], [10, 4], [10, 3], [10, 2], [11, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0]",0,"(6, 4)","(11, 2)","(12, 9)",midLine,4.0,7.0,2.0,5.0
47,47,softmaxBeta-1_1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(3, 4), [3, 5], [3, 6], [3, 7], [4, 7], [5, 7], [5, 8], [6, 8], [6, 9], [7, 9], [9, 9]]","[(0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1)]","[11, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,"(3, 4)","(9, 9)","(7, 11)",expRect,0.0,11.0,2.0,29.0
48,48,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(6, 5), [7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [9, 4], [10, 4], [11, 4], [12, 4], [13, 4]]","[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[6, 1]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,"(6, 5)","(6, 11)","(13, 4)",none,2.0,6.0,6.0,0.0
49,49,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1]","[(6, 6), [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(6, 6)","(6, 12)","(10, 2)",none,2.0,6.0,6.0,0.0
50,50,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]","[(3, 11), [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [11, 11], [11, 10], [11, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[7],"[0, 0, 2, 2, 2, 2, 2, 0, 0]",1,"(3, 11)","(5, 1)","(11, 9)",rect,2.0,10.0,2.0,8.0
51,51,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(7, 5), [8, 5], [9, 5], [9, 3], [10, 3], [11, 3], [10, 4], [11, 4], [12, 4], [13, 4], [13, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[3, 6]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",2,"(7, 5)","(7, 13)","(13, 5)",none,2.0,6.0,6.0,0.0
52,52,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(10, 13), [9, 13], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [3, 13], [3, 12], [1, 12], [1, 11], [1, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1)]",[9],"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1,"(10, 13)","(1, 10)","(7, 4)",expRect,0.0,12.0,6.0,15.0
53,53,softmaxBeta-1_1,"[0, 0, 0, 0, 0, 0, 1, 1]","[(4, 11), [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [10, 12], [10, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,"(4, 11)","(10, 13)","(12, 11)",straightLine,0.0,8.0,2.0,6.0
54,54,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1]","[(5, 13), [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [11, 13], [12, 13], [13, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,"(5, 13)","(11, 7)","(13, 13)",straightLine,4.0,8.0,2.0,6.0
55,55,softmaxBeta-1_1,"[0, 0, 0, 0, 1, 1, 1, 1]","[(5, 4), [5, 6], [5, 7], [5, 8], [5, 9], [3, 9], [4, 9], [4, 10], [5, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]","[5, 1]","[1, 1, 1, 1, 1, 0, 1, 0]",2,"(5, 4)","(5, 10)","(12, 3)",none,2.0,6.0,6.0,0.0
56,56,softmaxBeta-1_1,"[1, 1, 1, 1, 1, 1, 2, 2, 2]","[(4, 3), [4, 4], [4, 5], [4, 6], [4, 7], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[5],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(4, 3)","(4, 9)","(10, 1)",none,2.0,6.0,6.0,0.0
57,57,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1]","[(4, 9), [4, 10], [5, 10], [5, 11], [6, 11], [6, 12], [7, 12], [7, 13], [8, 13]]","[(0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[1, 0, 1, 0, 1, 0, 1, 0]",0,"(4, 9)","(8, 13)","(13, 8)",midLine,2.0,8.0,4.0,4.0
58,58,softmaxBeta-1_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(3, 12), [4, 12], [5, 12], [6, 12], [7, 12], [6, 13], [7, 14], [8, 14], [9, 14], [10, 14], [10, 13], [10, 12], [10, 11], [11, 11], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]","[6, 5]","[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 2, 0]",2,"(3, 12)","(5, 2)","(11, 10)",rect,2.0,10.0,2.0,8.0
