,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone,firstIntentionConsistFinalGoal
0,0,csz,"[2272, 2514, 2695, 2873, 3054, 3218, 3391, 3575, 3964]","[(3, 10), [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 11], [11, 11], [11, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 2, 0]",1,"(3, 10)","(9, 6)","(11, 10)",straightLine,2.0,8.0,2.0,6.0,1
1,1,csz,"[1636, 1994, 2189, 2365, 2511, 2712]","[(6, 4), [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [8, 8]]","[(1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[2, 0, 0, 0, 2, 0]",0,"(6, 4)","(6, 12)","(8, 8)",straightLine,2.0,6.0,2.0,4.0,1
2,2,csz,"[1686, 1880, 2037, 2220, 2386, 2686, 2868, 3047, 3236, 3614, 3921, 4092]","[(3, 8), [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [8, 9], [7, 8], [7, 7], [8, 7], [8, 6], [9, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]","[7, 8]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",2,"(3, 8)","(9, 6)","(11, 8)",straightLine,0.0,8.0,2.0,6.0,1
3,3,csz,"[1591, 1888, 2119, 2311, 2465, 2657, 2821, 2987, 3171, 3341, 3533, 3695, 4137, 4272, 4490]","[(3, 1), [4, 1], [5, 1], [5, 2], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [12, 5], [13, 5], [13, 4], [13, 3]]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[12],"[0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1,"(3, 1)","(5, 13)","(13, 3)",rect,2.0,12.0,4.0,8.0,1
4,4,csz,"[1593, 1786, 1998, 2313, 2478, 2652, 2803, 2995, 3165, 3275, 3470, 3635, 3803, 3969]","[(1, 2), [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [6, 3], [6, 4], [6, 5], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[1, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2,"(1, 2)","(11, 6)","(5, 12)",expRect,0.0,14.0,6.0,2.0,1
5,5,csz,"[1847, 2028, 2215, 2414, 2532, 2658, 2830, 2973, 3111, 3247, 3364]","[(13, 13), [12, 13], [11, 13], [11, 12], [11, 11], [10, 11], [10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,"(13, 13)","(6, 9)","(10, 5)",expRect,0.0,11.0,4.0,2.0,1
6,6,csz,"[1825, 2009, 2181, 2365, 2638, 2898, 3122, 3305, 3500, 3700, 3850, 4006, 4110, 4266, 4521, 4688]","[(2, 5), [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [5, 5], [5, 6], [4, 7], [4, 8], [4, 9], [5, 9], [6, 9], [6, 10], [7, 10], [8, 10], [9, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,"(2, 5)","(9, 10)","(7, 12)",expRect,0.0,12.0,2.0,2.0,1
7,7,csz,"[1566, 1861, 2010, 2207, 2369, 2533, 2682, 2839]","[(9, 7), [10, 7], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [9, 12], [9, 13]]","[(1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[2, 1, 1, 1, 1, 1, 1, 1]",0,"(9, 7)","(9, 13)","(13, 1)",none,4.0,6.0,6.0,0.0,0
8,8,csz,"[1551, 1749, 1942, 2114, 2312, 2497, 2673, 2864, 3004, 3170, 3352, 3522, 3714]","[(3, 1), [4, 1], [5, 1], [6, 1], [7, 1], [7, 2], [7, 3], [7, 5], [7, 6], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(3, 1)","(12, 6)","(8, 10)",expRect,0.0,14.0,4.0,2.0,1
9,9,csz,"[1817, 2025, 2175, 2363, 2523, 2701, 2872, 3066, 3743, 4008, 4170]","[(8, 3), [8, 4], [8, 5], [8, 6], [8, 7], [8, 8], [8, 9], [10, 9], [10, 10], [11, 10], [11, 9], [12, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2]",1,"(8, 3)","(8, 13)","(12, 9)",straightLine,0.0,10.0,4.0,6.0,0
10,10,csz,"[1837, 2025, 2207, 2378, 2543, 2635, 2821, 2996, 3171, 3327, 3485]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(12, 7)","(5, 3)","(7, 1)",expRect,0.0,11.0,2.0,2.0,1
11,11,csz,"[1832, 2031, 2381, 2661, 2841, 3007, 3192, 3359, 3533, 3679, 3848, 4142, 4413, 4470]","[(2, 2), [3, 2], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [2, 8], [2, 9], [3, 9], [4, 9], [4, 10]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1)]","[10, 2]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",2,"(2, 2)","(4, 10)","(12, 4)",rect,2.0,10.0,2.0,8.0,1
12,12,csz,"[1681, 1878, 2122, 2371, 2587, 2771]","[(6, 7), [7, 7], [8, 7], [9, 7], [9, 8], [10, 8], [10, 9]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 1, 0, 1]",0,"(6, 7)","(10, 9)","(13, 4)",midLine,4.0,6.0,2.0,4.0,1
13,13,csz,"[1611, 1854, 2090, 2267, 2422, 2580, 2746, 2945, 3138, 3345, 3505, 3676, 3847, 3992]","[(1, 3), [2, 3], [3, 3], [3, 4], [1, 4], [1, 5], [1, 6], [1, 7], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [3, 11]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[8, 4]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",2,"(1, 3)","(3, 11)","(11, 5)",rect,2.0,10.0,2.0,8.0,1
14,14,csz,"[1835, 2068, 2240, 2328, 2522, 2699, 2929, 3137, 3332, 3538, 3914, 4036, 4227, 4422, 4595]","[(1, 4), [2, 4], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [10, 6], [11, 6], [12, 6], [13, 6]]","[(1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 2, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1,"(1, 4)","(3, 12)","(13, 6)",rect,4.0,10.0,2.0,8.0,1
15,15,csz,"[1733, 1921, 2326, 2504, 2684, 2820, 3006, 3160, 3324, 3489, 3713, 3971]","[(3, 5), [4, 5], [4, 7], [5, 7], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12], [5, 12], [5, 13]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]","[4, 2]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]",2,"(3, 5)","(5, 13)","(13, 7)",rect,2.0,10.0,2.0,8.0,1
16,16,csz,"[1827, 2010, 2178, 2359, 2523, 2677, 2832, 2992, 3150, 3324, 3508, 3679, 3852, 4020]","[(3, 13), [4, 13], [5, 13], [5, 12], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [5, 1]]","[(1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,"(3, 13)","(5, 1)","(13, 11)",rect,2.0,12.0,4.0,8.0,1
17,17,csz,"[1785, 1967, 2128, 2308, 2488, 2656]","[(9, 4), [9, 5], [9, 6], [9, 7], [10, 8], [10, 9], [11, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 2]",1,"(9, 4)","(9, 13)","(11, 9)",straightLine,2.0,7.0,2.0,5.0,1
18,18,csz,"[1777, 1961, 2131, 2324, 2492, 2879, 3062, 3230, 3382, 3541, 3705, 3853, 4003, 4155, 4333]","[(12, 13), [11, 13], [11, 11], [10, 11], [9, 11], [8, 11], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]",1,"(12, 13)","(1, 8)","(7, 2)",expRect,0.0,16.0,6.0,2.0,1
19,19,csz,"[1607, 1823, 2033, 2217, 2383, 2557, 2747, 2921, 3099, 3300, 3524, 3685]","[(3, 9), [2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9], [13, 9]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(3, 9)","(11, 13)","(13, 9)",straightLine,2.0,10.0,2.0,8.0,1
20,20,csz,"[1571, 1901, 2077, 2259, 2425, 2660, 2890, 3123, 3262]","[(2, 5), [3, 5], [4, 5], [5, 4], [6, 4], [8, 4], [9, 4], [10, 4], [10, 3], [11, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0)]","[5, 3]","[0, 0, 0, 0, 0, 0, 0, 1, 0]",2,"(2, 5)","(11, 3)","(13, 7)",midLine,2.0,11.0,2.0,9.0,1
21,21,csz,"[1338, 1541, 1754, 1958, 2264, 2536, 2713, 2921, 3103]","[(2, 5), [3, 5], [4, 5], [5, 4], [6, 4], [7, 4], [8, 4], [8, 3], [8, 2], [8, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]",[3],"[2, 2, 2, 2, 2, 2, 2, 2, 2]",1,"(2, 5)","(2, 11)","(8, 1)",none,4.0,6.0,6.0,0.0,1
22,22,csz,"[1866, 2075, 2245, 2438, 2630, 2815, 2992, 3192, 3534, 3748, 3913, 4116, 4332, 4538, 4754, 5075, 5275]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [8, 9], [9, 9], [10, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9], [12, 8], [12, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[8, 11]","[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",2,"(1, 7)","(6, 13)","(12, 7)",straightLine,0.0,11.0,6.0,5.0,1
23,23,csz,"[1570, 1770, 1991, 2337, 2555, 2756, 2920, 3080, 3249]","[(1, 6), [2, 6], [3, 6], [4, 6], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[2, 2, 2, 2, 0, 0, 0, 0, 0]",0,"(1, 6)","(1, 13)","(5, 11)",straightLine,2.0,7.0,2.0,5.0,1
24,24,csz,"[1667, 1900, 2088, 2262, 2442, 2677, 2830, 3008, 3168, 3313, 3497]","[(11, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 8], [8, 9], [8, 10], [8, 11], [7, 11], [6, 11]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(11, 7)","(8, 13)","(6, 11)",expRect,0.0,9.0,2.0,2.0,1
25,25,csz,"[1774, 1981, 2204, 2361, 2509, 2655, 2801, 2962, 3132, 3306, 3482, 3658, 3824, 4020, 4215, 4331]","[(1, 2), [2, 2], [3, 2], [3, 3], [3, 4], [2, 3], [2, 4], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 10]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[7, 5]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",2,"(1, 2)","(3, 10)","(13, 4)",rect,4.0,10.0,2.0,8.0,1
26,26,csz,"[1883, 2256, 2456, 2632, 2789, 2962, 3133, 3279, 3430, 3608, 3816]","[(1, 13), [1, 14], [2, 14], [3, 14], [3, 13], [3, 12], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5]]","[(0, 1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[6],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",1,"(1, 13)","(3, 5)","(11, 11)",rect,2.0,10.0,2.0,8.0,1
27,27,csz,"[1844, 2010, 2174, 2344, 2498, 2663, 2839, 3003, 3182, 3348]","[(2, 2), [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [2, 11], [2, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0,"(2, 2)","(2, 12)","(10, 6)",straightLine,2.0,10.0,6.0,4.0,1
28,28,csz,"[1554, 1713, 1943, 2271, 2504, 2692, 2877, 3047, 3237, 3428, 3608, 3807]","[(2, 4), [2, 5], [2, 6], [4, 6], [4, 7], [4, 8], [4, 9], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[7, 3]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2,"(2, 4)","(4, 12)","(12, 6)",rect,2.0,10.0,2.0,8.0,1
29,29,csz,"[1562, 1828, 2036, 2211, 2391, 2611, 2784, 2953, 3115, 3292, 3450, 3640, 3811, 3987, 4154, 4320]","[(8, 13), [9, 13], [9, 14], [8, 14], [7, 14], [6, 14], [5, 14], [5, 13], [5, 12], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,"(8, 13)","(1, 8)","(5, 4)",expRect,0.0,12.0,4.0,2.0,1
30,30,csz,"[1329, 1527, 1731, 1990, 2121, 2403, 2495, 2704, 2886, 3081, 3265, 3439, 3615, 3804, 3851]","[(3, 13), [3, 12], [3, 11], [4, 11], [4, 13], [5, 13], [6, 13], [6, 12], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [5, 5]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1,"(3, 13)","(5, 5)","(13, 11)",rect,2.0,10.0,2.0,8.0,0
31,31,csz,"[1573, 1722, 1960, 2182, 2361, 2557, 2749, 3005, 3173, 3359]","[(4, 12), [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [12, 12], [12, 11], [12, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[],"[0, 0, 2, 2, 2, 2, 2, 2, 0, 0]",0,"(4, 12)","(6, 2)","(12, 10)",rect,2.0,10.0,2.0,8.0,1
32,32,csz,"[1504, 1746, 1937, 2046, 2174, 2323, 2535, 2688, 2859]","[(2, 13), [3, 13], [3, 12], [3, 11], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[4, 10]","[0, 0, 0, 0, 1, 1, 1, 1, 1]",2,"(2, 13)","(4, 5)","(12, 11)",rect,2.0,10.0,2.0,8.0,1
33,33,csz,"[1641, 1849, 2035, 2296, 2484, 2661, 2828, 3007, 3174, 3339, 3520, 3699, 3876, 4052, 4238, 4412]","[(2, 10), [3, 10], [4, 10], [5, 10], [6, 10], [6, 9], [6, 8], [6, 7], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 2]",1,"(2, 10)","(12, 7)","(6, 1)",expRect,0.0,13.0,6.0,2.0,1
34,34,csz,"[1730, 2144, 2484, 2701, 2876, 3072, 3251, 3441, 3661, 3815, 4008]","[(5, 1), [6, 1], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6]]","[(1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]",1,"(5, 1)","(10, 4)","(8, 6)",expRect,0.0,8.0,2.0,2.0,1
35,35,csz,"[1486, 1924, 2079, 2257, 2433, 2607, 2792, 2969, 3140, 3322, 3510, 3704, 3887, 4106, 4353]","[(4, 12), [5, 12], [6, 12], [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [6, 2]]","[(1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(4, 12)","(6, 2)","(12, 10)",rect,2.0,10.0,2.0,8.0,1
36,36,csz,"[1872, 2051, 2271, 2362, 2583, 2798, 3029, 3191, 3367, 3594, 3815, 3975, 4267, 4504, 4740, 4949]","[(1, 13), [2, 13], [3, 13], [4, 13], [4, 12], [4, 11], [5, 11], [5, 13], [6, 13], [7, 13], [8, 13], [7, 14], [7, 13], [7, 12], [8, 12], [9, 12], [9, 11]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1)]","[11, 7]","[0, 0, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0]",2,"(1, 13)","(3, 3)","(9, 11)",rect,2.0,10.0,2.0,8.0,1
37,37,csz,"[1650, 1864, 2054, 2265, 2450, 2730, 2955, 3296, 3537]","[(1, 5), [2, 5], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [8, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[2],"[2, 2, 2, 2, 2, 2, 2, 0, 2]",1,"(1, 5)","(1, 11)","(8, 4)",none,2.0,6.0,6.0,0.0,1
38,38,csz,"[1839, 2081, 2306, 2379, 2557, 2697, 2922, 3163, 3364, 3581, 3707, 3935, 4092]","[(4, 4), [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 9], [6, 9], [7, 9], [7, 10], [7, 11], [8, 11], [8, 12], [9, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 2, 0]",0,"(4, 4)","(13, 8)","(9, 12)",expRect,0.0,13.0,4.0,2.0,1
39,39,csz,"[1650, 1842, 2022, 2200, 2377, 2568, 2746, 2918, 3130, 3271, 3492, 3664, 3986, 4179, 4336, 4515]","[(10, 9), [11, 9], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [8, 9], [8, 8], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(10, 9)","(4, 4)","(6, 2)",expRect,0.0,11.0,2.0,2.0,0
40,40,csz,"[1721, 1930, 2112, 2299, 2540, 2686, 2853, 3157, 3323, 3604, 3880]","[(3, 8), [4, 8], [5, 8], [6, 9], [7, 9], [6, 8], [6, 9], [7, 9], [7, 10], [8, 10], [9, 10], [10, 10]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0)]","[5, 3]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",2,"(3, 8)","(10, 10)","(12, 8)",straightLine,0.0,9.0,2.0,7.0,1
41,41,csz,"[1625, 1854, 2042, 2172, 2281, 2584, 2773, 2932, 3111, 3287]","[(2, 4), [3, 4], [3, 5], [3, 6], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [4, 11], [4, 12]]","[(1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0,"(2, 4)","(4, 12)","(12, 6)",rect,2.0,10.0,2.0,8.0,1
42,42,csz,"[1524, 1707, 1854, 2101, 2257, 2463, 2487, 2960, 3129, 3278, 3423, 3588, 3672, 3888, 4072, 4303, 4489, 4674, 4842]","[(3, 10), [3, 11], [3, 12], [4, 12], [4, 14], [4, 13], [4, 12], [5, 12], [6, 12], [6, 11], [7, 11], [7, 10], [8, 10], [8, 9], [8, 8], [9, 8], [10, 8], [11, 8], [12, 8], [13, 8]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 2, 2, 2, 2, 2]",1,"(3, 10)","(5, 2)","(13, 8)",rect,2.0,10.0,2.0,8.0,1
43,43,csz,"[1571, 1865, 2056, 2228, 2392, 2579, 2679, 2858, 3011, 3184, 3366, 3568, 3752, 3801, 3993, 4168]","[(13, 11), [14, 11], [13, 11], [12, 11], [11, 11], [10, 11], [9, 11], [9, 10], [9, 9], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [7, 6], [6, 6], [5, 6]]","[(1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1,"(13, 11)","(5, 6)","(9, 2)",expRect,0.0,13.0,4.0,2.0,1
44,44,csz,"[1927, 2136, 2330, 2530, 2582, 2860, 3116, 3308, 3652, 3875, 4043]","[(2, 1), [3, 1], [4, 1], [5, 0], [6, 0], [6, 1], [7, 1], [7, 2], [8, 2], [9, 2], [10, 2], [10, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1)]",[3],"[0, 0, 2, 2, 0, 2, 0, 2, 2, 2, 0]",1,"(2, 1)","(4, 13)","(10, 3)",rect,4.0,10.0,2.0,8.0,1
